t,t = current_step,P_usage[t-1] (kW),price[t+0] ($/kWh),price[t+1] ($/kWh),price[t+2] ($/kWh),price[t+3] ($/kWh),price[t+4] ($/kWh),price[t+5] ($/kWh),price[t+6] ($/kWh),price[t+7] ($/kWh),price[t+8] ($/kWh),price[t+9] ($/kWh),price[t+10] ($/kWh),price[t+11] ($/kWh),price[t+12] ($/kWh),price[t+13] ($/kWh),price[t+14] ($/kWh),price[t+15] ($/kWh),price[t+16] ($/kWh),price[t+17] ($/kWh),price[t+18] ($/kWh),price[t+19] ($/kWh),demand[t+0] (kW),demand[t+1] (kW),demand[t+2] (kW),demand[t+3] (kW),demand[t+4] (kW),demand[t+5] (kW),demand[t+6] (kW),demand[t+7] (kW),demand[t+8] (kW),demand[t+9] (kW),demand[t+10] (kW),demand[t+11] (kW),demand[t+12] (kW),demand[t+13] (kW),demand[t+14] (kW),demand[t+15] (kW),demand[t+16] (kW),demand[t+17] (kW),demand[t+18] (kW),demand[t+19] (kW),power_limit[t+0] (kW),power_limit[t+1] (kW),power_limit[t+2] (kW),power_limit[t+3] (kW),power_limit[t+4] (kW),power_limit[t+5] (kW),power_limit[t+6] (kW),power_limit[t+7] (kW),power_limit[t+8] (kW),power_limit[t+9] (kW),power_limit[t+10] (kW),power_limit[t+11] (kW),power_limit[t+12] (kW),power_limit[t+13] (kW),power_limit[t+14] (kW),power_limit[t+15] (kW),power_limit[t+16] (kW),power_limit[t+17] (kW),power_limit[t+18] (kW),power_limit[t+19] (kW),ev[0].SOC (0~1),ev[0].arrival_time/sim_len,ev[0].departure_time/sim_len,ev[0].req_soc = required_energy/cap,ev[1].SOC (0~1),ev[1].arrival_time/sim_len,ev[1].departure_time/sim_len,ev[1].req_soc = required_energy/cap,ev[2].SOC (0~1),ev[2].arrival_time/sim_len,ev[2].departure_time/sim_len,ev[2].req_soc = required_energy/cap,ev[3].SOC (0~1),ev[3].arrival_time/sim_len,ev[3].departure_time/sim_len,ev[3].req_soc = required_energy/cap,ev[4].SOC (0~1),ev[4].arrival_time/sim_len,ev[4].departure_time/sim_len,ev[4].req_soc = required_energy/cap,ev[5].SOC (0~1),ev[5].arrival_time/sim_len,ev[5].departure_time/sim_len,ev[5].req_soc = required_energy/cap,ev[6].SOC (0~1),ev[6].arrival_time/sim_len,ev[6].departure_time/sim_len,ev[6].req_soc = required_energy/cap,ev[7].SOC (0~1),ev[7].arrival_time/sim_len,ev[7].departure_time/sim_len,ev[7].req_soc = required_energy/cap,ev[8].SOC (0~1),ev[8].arrival_time/sim_len,ev[8].departure_time/sim_len,ev[8].req_soc = required_energy/cap,ev[9].SOC (0~1),ev[9].arrival_time/sim_len,ev[9].departure_time/sim_len,ev[9].req_soc = required_energy/cap,ev[10].SOC (0~1),ev[10].arrival_time/sim_len,ev[10].departure_time/sim_len,ev[10].req_soc = required_energy/cap,ev[11].SOC (0~1),ev[11].arrival_time/sim_len,ev[11].departure_time/sim_len,ev[11].req_soc = required_energy/cap,ev[12].SOC (0~1),ev[12].arrival_time/sim_len,ev[12].departure_time/sim_len,ev[12].req_soc = required_energy/cap,ev[13].SOC (0~1),ev[13].arrival_time/sim_len,ev[13].departure_time/sim_len,ev[13].req_soc = required_energy/cap,ev[14].SOC (0~1),ev[14].arrival_time/sim_len,ev[14].departure_time/sim_len,ev[14].req_soc = required_energy/cap,ev[15].SOC (0~1),ev[15].arrival_time/sim_len,ev[15].departure_time/sim_len,ev[15].req_soc = required_energy/cap,ev[16].SOC (0~1),ev[16].arrival_time/sim_len,ev[16].departure_time/sim_len,ev[16].req_soc = required_energy/cap,ev[17].SOC (0~1),ev[17].arrival_time/sim_len,ev[17].departure_time/sim_len,ev[17].req_soc = required_energy/cap,ev[18].SOC (0~1),ev[18].arrival_time/sim_len,ev[18].departure_time/sim_len,ev[18].req_soc = required_energy/cap,ev[19].SOC (0~1),ev[19].arrival_time/sim_len,ev[19].departure_time/sim_len,ev[19].req_soc = required_energy/cap,ev[20].SOC (0~1),ev[20].arrival_time/sim_len,ev[20].departure_time/sim_len,ev[20].req_soc = required_energy/cap,ev[21].SOC (0~1),ev[21].arrival_time/sim_len,ev[21].departure_time/sim_len,ev[21].req_soc = required_energy/cap,ev[22].SOC (0~1),ev[22].arrival_time/sim_len,ev[22].departure_time/sim_len,ev[22].req_soc = required_energy/cap,ev[23].SOC (0~1),ev[23].arrival_time/sim_len,ev[23].departure_time/sim_len,ev[23].req_soc = required_energy/cap,ev[24].SOC (0~1),ev[24].arrival_time/sim_len,ev[24].departure_time/sim_len,ev[24].req_soc = required_energy/cap
25,25.0,0.0,0.20065,0.20065,0.20065,0.21339,0.21339,0.21339,0.21339,0.20063,0.20063,0.20063,0.20063,0.18508000000000002,0.18508000000000002,0.18508000000000002,0.18508000000000002,0.16354,0.16354,0.16354,0.16354,0.1298,33.61797138908777,14.51496709381577,18.468249032154194,22.792893519510695,12.750554012532648,10.896521573032874,22.06767871913446,29.44141369085405,26.800635434577256,19.53907553693691,16.453111740674043,12.809088060849556,13.319922924219696,12.233219345312866,22.5764769424044,26.654514597555657,23.452478344979852,12.63816181740796,15.624733728237633,13.91286067100917,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.07,0.4,0.9,0.0,0.0,0.0,0.0,0.2,0.03,0.51,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,26.0,0.0,0.20065,0.20065,0.21339,0.21339,0.21339,0.21339,0.20063,0.20063,0.20063,0.20063,0.18508000000000002,0.18508000000000002,0.18508000000000002,0.18508000000000002,0.16354,0.16354,0.16354,0.16354,0.1298,0.1298,46.112029758396574,18.468249032154194,22.792893519510695,12.750554012532648,10.896521573032874,22.06767871913446,29.44141369085405,26.800635434577256,19.53907553693691,16.453111740674043,12.809088060849556,13.319922924219696,12.233219345312866,22.5764769424044,26.654514597555657,23.452478344979852,12.63816181740796,15.624733728237633,13.91286067100917,19.131036891771608,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.07,0.4,0.9,0.0,0.0,0.0,0.0,0.2,0.03,0.51,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,27.0,0.0,0.20065,0.21339,0.21339,0.21339,0.21339,0.20063,0.20063,0.20063,0.20063,0.18508000000000002,0.18508000000000002,0.18508000000000002,0.18508000000000002,0.16354,0.16354,0.16354,0.16354,0.1298,0.1298,0.1298,85.01849146253569,22.792893519510695,12.750554012532648,10.896521573032874,22.06767871913446,29.44141369085405,26.800635434577256,19.53907553693691,16.453111740674043,12.809088060849556,13.319922924219696,12.233219345312866,22.5764769424044,26.654514597555657,23.452478344979852,12.63816181740796,15.624733728237633,13.91286067100917,19.131036891771608,16.010850010432133,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.07,0.4,0.9,0.0,0.0,0.0,0.0,0.2,0.03,0.51,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,28.0,0.0,0.21339,0.21339,0.21339,0.21339,0.20063,0.20063,0.20063,0.20063,0.18508000000000002,0.18508000000000002,0.18508000000000002,0.18508000000000002,0.16354,0.16354,0.16354,0.16354,0.1298,0.1298,0.1298,0.1298,61.761153372480344,12.750554012532648,10.896521573032874,22.06767871913446,29.44141369085405,26.800635434577256,19.53907553693691,16.453111740674043,12.809088060849556,13.319922924219696,12.233219345312866,22.5764769424044,26.654514597555657,23.452478344979852,12.63816181740796,15.624733728237633,13.91286067100917,19.131036891771608,16.010850010432133,11.92796647392459,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.07,0.4,0.9,0.0,0.0,0.0,0.0,0.2,0.03,0.51,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,29.0,0.0,0.21339,0.21339,0.21339,0.20063,0.20063,0.20063,0.20063,0.18508000000000002,0.18508000000000002,0.18508000000000002,0.18508000000000002,0.16354,0.16354,0.16354,0.16354,0.1298,0.1298,0.1298,0.1298,0.12955,64.56765902830874,10.896521573032874,22.06767871913446,29.44141369085405,26.800635434577256,19.53907553693691,16.453111740674043,12.809088060849556,13.319922924219696,12.233219345312866,22.5764769424044,26.654514597555657,23.452478344979852,12.63816181740796,15.624733728237633,13.91286067100917,19.131036891771608,16.010850010432133,11.92796647392459,12.046128474233322,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.07,0.4,0.9,0.0,0.0,0.0,0.0,0.2,0.03,0.51,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,30.0,0.0,0.21339,0.21339,0.20063,0.20063,0.20063,0.20063,0.18508000000000002,0.18508000000000002,0.18508000000000002,0.18508000000000002,0.16354,0.16354,0.16354,0.16354,0.1298,0.1298,0.1298,0.1298,0.12955,0.12955,69.43547397739009,22.06767871913446,29.44141369085405,26.800635434577256,19.53907553693691,16.453111740674043,12.809088060849556,13.319922924219696,12.233219345312866,22.5764769424044,26.654514597555657,23.452478344979852,12.63816181740796,15.624733728237633,13.91286067100917,19.131036891771608,16.010850010432133,11.92796647392459,12.046128474233322,10.23154211570218,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.07,0.4,0.9,0.0,0.0,0.0,0.0,0.2,0.03,0.51,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,31.0,0.0,0.21339,0.20063,0.20063,0.20063,0.20063,0.18508000000000002,0.18508000000000002,0.18508000000000002,0.18508000000000002,0.16354,0.16354,0.16354,0.16354,0.1298,0.1298,0.1298,0.1298,0.12955,0.12955,0.12955,65.91982984749798,29.44141369085405,26.800635434577256,19.53907553693691,16.453111740674043,12.809088060849556,13.319922924219696,12.233219345312866,22.5764769424044,26.654514597555657,23.452478344979852,12.63816181740796,15.624733728237633,13.91286067100917,19.131036891771608,16.010850010432133,11.92796647392459,12.046128474233322,10.23154211570218,17.352104605837134,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.07,0.4,0.9,0.0,0.0,0.0,0.0,0.2,0.03,0.51,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,32.0,0.0,0.20063,0.20063,0.20063,0.20063,0.18508000000000002,0.18508000000000002,0.18508000000000002,0.18508000000000002,0.16354,0.16354,0.16354,0.16354,0.1298,0.1298,0.1298,0.1298,0.12955,0.12955,0.12955,0.12955,82.30814017607187,26.800635434577256,19.53907553693691,16.453111740674043,12.809088060849556,13.319922924219696,12.233219345312866,22.5764769424044,26.654514597555657,23.452478344979852,12.63816181740796,15.624733728237633,13.91286067100917,19.131036891771608,16.010850010432133,11.92796647392459,12.046128474233322,10.23154211570218,17.352104605837134,17.600296260234686,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.07,0.4,0.9,0.0,0.0,0.0,0.0,0.2,0.03,0.51,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,33.0,0.0,0.20063,0.20063,0.20063,0.18508000000000002,0.18508000000000002,0.18508000000000002,0.18508000000000002,0.16354,0.16354,0.16354,0.16354,0.1298,0.1298,0.1298,0.1298,0.12955,0.12955,0.12955,0.12955,0.13548,81.46077979604662,19.53907553693691,16.453111740674043,12.809088060849556,13.319922924219696,12.233219345312866,22.5764769424044,26.654514597555657,23.452478344979852,12.63816181740796,15.624733728237633,13.91286067100917,19.131036891771608,16.010850010432133,11.92796647392459,12.046128474233322,10.23154211570218,17.352104605837134,17.600296260234686,19.28465088783834,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.07,0.4,0.9,0.0,0.0,0.0,0.0,0.2,0.03,0.51,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.33,0.57,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,34.0,-11.0,0.20063,0.20063,0.18508000000000002,0.18508000000000002,0.18508000000000002,0.18508000000000002,0.16354,0.16354,0.16354,0.16354,0.1298,0.1298,0.1298,0.1298,0.12955,0.12955,0.12955,0.12955,0.13548,0.13548,61.773172668650915,16.453111740674043,12.809088060849556,13.319922924219696,12.233219345312866,22.5764769424044,26.654514597555657,23.452478344979852,12.63816181740796,15.624733728237633,13.91286067100917,19.131036891771608,16.010850010432133,11.92796647392459,12.046128474233322,10.23154211570218,17.352104605837134,17.600296260234686,19.28465088783834,11.643934255074113,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.07,0.4,0.9,0.0,0.0,0.0,0.0,0.2,0.03,0.51,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.225,0.33,0.57,0.665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,35.0,-5.0,0.20063,0.18508000000000002,0.18508000000000002,0.18508000000000002,0.18508000000000002,0.16354,0.16354,0.16354,0.16354,0.1298,0.1298,0.1298,0.1298,0.12955,0.12955,0.12955,0.12955,0.13548,0.13548,0.13548,50.86566139385751,12.809088060849556,13.319922924219696,12.233219345312866,22.5764769424044,26.654514597555657,23.452478344979852,12.63816181740796,15.624733728237633,13.91286067100917,19.131036891771608,16.010850010432133,11.92796647392459,12.046128474233322,10.23154211570218,17.352104605837134,17.600296260234686,19.28465088783834,11.643934255074113,10.389065699348546,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.35,0.53,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.07,0.4,0.9,0.0,0.0,0.0,0.0,0.2,0.03,0.51,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.33,0.57,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,36.0,-11.0,0.18508000000000002,0.18508000000000002,0.18508000000000002,0.18508000000000002,0.16354,0.16354,0.16354,0.16354,0.1298,0.1298,0.1298,0.1298,0.12955,0.12955,0.12955,0.12955,0.13548,0.13548,0.13548,0.13548,40.99781923781851,13.319922924219696,12.233219345312866,22.5764769424044,26.654514597555657,23.452478344979852,12.63816181740796,15.624733728237633,13.91286067100917,19.131036891771608,16.010850010432133,11.92796647392459,12.046128474233322,10.23154211570218,17.352104605837134,17.600296260234686,19.28465088783834,11.643934255074113,10.389065699348546,10.940825007024973,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.765,0.35,0.53,0.125,0.0,0.0,0.0,0.0,0.38,0.36,0.63,0.62,0.2,0.07,0.4,0.9,0.0,0.0,0.0,0.0,0.2,0.03,0.51,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.33,0.57,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,37.0,-22.0,0.18508000000000002,0.18508000000000002,0.18508000000000002,0.16354,0.16354,0.16354,0.16354,0.1298,0.1298,0.1298,0.1298,0.12955,0.12955,0.12955,0.12955,0.13548,0.13548,0.13548,0.13548,0.14959999999999998,43.12523466000962,12.233219345312866,22.5764769424044,26.654514597555657,23.452478344979852,12.63816181740796,15.624733728237633,13.91286067100917,19.131036891771608,16.010850010432133,11.92796647392459,12.046128474233322,10.23154211570218,17.352104605837134,17.600296260234686,19.28465088783834,11.643934255074113,10.389065699348546,10.940825007024973,11.68333390638718,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.35,0.53,0.07,0.0,0.0,0.0,0.0,0.325,0.36,0.63,0.565,0.2,0.07,0.4,0.9,0.0,0.0,0.0,0.0,0.2,0.03,0.51,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.33,0.57,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,38.0,-22.0,0.18508000000000002,0.18508000000000002,0.16354,0.16354,0.16354,0.16354,0.1298,0.1298,0.1298,0.1298,0.12955,0.12955,0.12955,0.12955,0.13548,0.13548,0.13548,0.13548,0.14959999999999998,0.14959999999999998,46.74304280735157,22.5764769424044,26.654514597555657,23.452478344979852,12.63816181740796,15.624733728237633,13.91286067100917,19.131036891771608,16.010850010432133,11.92796647392459,12.046128474233322,10.23154211570218,17.352104605837134,17.600296260234686,19.28465088783834,11.643934255074113,10.389065699348546,10.940825007024973,11.68333390638718,18.911683300318693,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.655,0.35,0.53,0.015,0.0,0.0,0.0,0.0,0.27,0.36,0.63,0.51,0.2,0.07,0.4,0.9,0.0,0.0,0.0,0.0,0.2,0.03,0.51,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.33,0.57,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,39.0,-22.0,0.18508000000000002,0.16354,0.16354,0.16354,0.16354,0.1298,0.1298,0.1298,0.1298,0.12955,0.12955,0.12955,0.12955,0.13548,0.13548,0.13548,0.13548,0.14959999999999998,0.14959999999999998,0.14959999999999998,62.12774190568277,26.654514597555657,23.452478344979852,12.63816181740796,15.624733728237633,13.91286067100917,19.131036891771608,16.010850010432133,11.92796647392459,12.046128474233322,10.23154211570218,17.352104605837134,17.600296260234686,19.28465088783834,11.643934255074113,10.389065699348546,10.940825007024973,11.68333390638718,18.911683300318693,20.00653682989054,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.35,0.53,-0.04,0.0,0.0,0.0,0.0,0.215,0.36,0.63,0.455,0.2,0.07,0.4,0.9,0.0,0.0,0.0,0.0,0.2,0.03,0.51,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.33,0.57,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
